person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,Type
25,80000,MORTGAGE,5.0,EDUCATION,C,7000,13.61,0.09,N,3,0,1
41,36000,RENT,0.0,EDUCATION,A,6000,7.9,0.17,N,15,0,1
41,45000,RENT,1.0,DEBTCONSOLIDATION,C,4000,13.48,0.09,N,11,0,1
44,171996,MORTGAGE,19.0,PERSONAL,A,24000,7.51,0.14,N,13,0,1
22,40000,RENT,2.0,EDUCATION,B,3500,11.99,0.09,N,3,0,1
23,85000,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.99,0.12,N,3,0,1
28,20000,RENT,4.0,MEDICAL,B,2500,9.25,0.12,N,8,0,1
47,60000,MORTGAGE,3.0,PERSONAL,B,10000,10.99,0.17,N,13,0,1
23,71000,MORTGAGE,7.0,EDUCATION,C,5000,12.73,0.07,N,4,1,1
23,50000,MORTGAGE,4.0,EDUCATION,A,3000,6.76,0.06,N,3,0,1
25,44000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,7500,13.49,0.17,N,2,0,1
26,60000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,6.91,0.17,N,4,0,1
24,60000,RENT,8.0,PERSONAL,A,15000,8.49,0.25,N,4,0,1
22,30000,RENT,6.0,MEDICAL,B,7200,9.7,0.24,N,4,0,1
22,33000,RENT,0.0,HOMEIMPROVEMENT,D,2800,15.62,0.08,Y,2,1,1
24,90000,MORTGAGE,8.0,EDUCATION,A,8000,7.51,0.09,N,4,0,1
30,97000,MORTGAGE,14.0,PERSONAL,A,4000,7.14,0.04,N,6,0,1
30,50000,OWN,4.0,VENTURE,B,3000,10.99,0.06,N,8,0,1
25,120000,RENT,4.0,HOMEIMPROVEMENT,D,20000,14.84,0.17,Y,3,0,1
28,60000,RENT,5.0,EDUCATION,B,4000,11.99,0.07,N,7,0,1
24,60000,RENT,8.0,EDUCATION,C,5600,12.99,0.09,N,4,0,1
32,78000,RENT,5.0,VENTURE,B,20000,11.11,0.26,N,10,1,1
29,75000,RENT,1.0,MEDICAL,B,7200,9.99,0.1,N,10,0,1
21,83004,MORTGAGE,6.0,PERSONAL,C,10000,13.22,0.12,Y,4,0,1
29,52000,MORTGAGE,11.0,VENTURE,A,1000,5.42,0.02,N,5,0,1
26,143150,MORTGAGE,1.0,VENTURE,A,10000,6.54,0.07,N,3,0,1
35,70000,RENT,6.0,VENTURE,B,19000,8.88,0.26,N,8,0,1
24,65000,RENT,2.0,EDUCATION,B,10000,10.59,0.15,N,3,0,1
26,65000,OWN,4.0,PERSONAL,D,15000,15.7,0.23,N,3,0,1
32,45000,RENT,3.0,PERSONAL,A,14300,7.51,0.32,N,8,1,1
27,18000,RENT,3.0,PERSONAL,A,1600,7.74,0.08,N,3,0,1
22,65000,RENT,6.0,MEDICAL,B,10000,10.39,0.15,N,4,0,1
24,35000,RENT,5.0,PERSONAL,A,1800,7.12,0.05,N,2,0,1
24,65000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,12.53,0.38,N,3,0,1
23,38000,RENT,5.0,PERSONAL,A,10000,9.63,0.26,N,2,0,1
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,11.49,0.2,N,2,0,1
36,80000,MORTGAGE,20.0,VENTURE,A,3900,7.51,0.05,N,14,0,1
22,60000,MORTGAGE,6.0,EDUCATION,C,7500,13.61,0.13,N,2,0,1
25,120000,MORTGAGE,5.0,VENTURE,A,14000,8.94,0.12,N,3,0,1
38,51000,RENT,2.0,VENTURE,E,16000,16.35,0.33,Y,14,1,1
26,34000,RENT,3.0,DEBTCONSOLIDATION,B,8000,11.11,0.24,N,2,0,1
35,60000,MORTGAGE,3.0,PERSONAL,A,3000,7.14,0.05,N,6,0,1
33,65000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,7.49,0.12,N,9,0,1
21,20000,RENT,0.0,MEDICAL,B,1200,10.99,0.06,N,4,0,1
24,51000,RENT,5.0,MEDICAL,B,7500,11.49,0.15,N,4,1,1
28,60000,RENT,4.0,DEBTCONSOLIDATION,B,4000,9.91,0.07,N,5,0,1
29,154000,MORTGAGE,4.0,VENTURE,C,20000,13.49,0.13,N,9,0,1
32,38196,OWN,6.0,PERSONAL,B,10800,11.83,0.27,N,6,0,1
32,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,12.53,0.11,N,6,0,1
25,102000,RENT,9.0,HOMEIMPROVEMENT,E,14000,17.19,0.14,Y,2,0,1
28,84996,MORTGAGE,12.0,PERSONAL,C,8000,13.61,0.09,Y,10,0,1
26,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.99,0.13,N,3,0,1
26,450000,MORTGAGE,6.0,MEDICAL,A,14000,7.9,0.03,N,4,0,1
26,68000,MORTGAGE,5.0,EDUCATION,A,5000,7.51,0.07,N,3,0,1
32,50000,MORTGAGE,5.0,PERSONAL,B,10000,10.99,0.2,N,9,0,1
23,34000,MORTGAGE,6.0,PERSONAL,A,6000,7.9,0.18,N,4,0,1
27,54000,RENT,1.0,VENTURE,C,7500,13.04,0.14,Y,5,0,1
22,30000,RENT,3.0,EDUCATION,D,5000,14.96,0.17,N,3,0,1
23,30000,RENT,2.0,PERSONAL,D,10000,15.7,0.33,Y,2,1,1
37,157544,MORTGAGE,8.0,VENTURE,B,35000,11.49,0.22,N,13,0,1
29,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,8500,11.14,0.14,N,9,0,1
25,33000,RENT,7.0,DEBTCONSOLIDATION,F,5000,18.43,0.15,N,3,1,1
26,60000,RENT,10.0,VENTURE,B,11000,10.71,0.19,N,4,0,1
22,53000,RENT,3.0,EDUCATION,B,6000,10.75,0.11,N,3,0,1
26,62000,MORTGAGE,9.0,PERSONAL,A,5000,6.92,0.08,N,2,0,1
22,57000,RENT,3.0,VENTURE,B,7500,10.25,0.13,N,2,0,1
25,30000,RENT,9.0,VENTURE,C,10000,11.03,0.33,Y,4,1,1
23,36000,RENT,5.0,MEDICAL,A,5000,6.03,0.14,N,4,0,1
22,37000,MORTGAGE,6.0,EDUCATION,D,3000,16.29,0.08,Y,2,0,1
33,33000,RENT,4.0,MEDICAL,D,7500,13.24,0.23,Y,5,1,1
30,63750,RENT,7.0,HOMEIMPROVEMENT,D,8400,17.58,0.14,Y,6,0,1
24,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.68,0.1,N,4,0,1
23,55000,RENT,2.0,PERSONAL,B,6000,10.25,0.11,N,3,0,1
23,55000,OWN,5.0,EDUCATION,B,6000,11.89,0.11,N,4,0,1
22,36000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.42,0.28,N,3,0,1
24,40000,RENT,1.0,DEBTCONSOLIDATION,A,3500,7.14,0.09,N,2,0,1
27,80000,RENT,0.0,HOMEIMPROVEMENT,C,12000,12.61,0.15,N,6,0,1
29,51000,RENT,1.0,PERSONAL,C,12000,12.73,0.24,Y,10,1,1
25,78000,MORTGAGE,9.0,VENTURE,B,5000,9.25,0.06,N,2,0,1
23,30000,OWN,2.0,EDUCATION,A,2000,8.94,0.07,N,3,0,1
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,11000,7.88,0.12,N,2,0,1
21,18000,RENT,1.0,EDUCATION,D,2000,15.7,0.11,Y,4,1,1
31,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,8.9,0.07,N,7,0,1
23,24996,RENT,2.0,DEBTCONSOLIDATION,E,2500,15.95,0.1,Y,4,1,1
33,88000,RENT,8.0,MEDICAL,C,9000,12.98,0.1,Y,5,0,1
29,82000,RENT,2.0,EDUCATION,C,6600,13.48,0.08,Y,5,0,1
26,35360,RENT,8.0,PERSONAL,A,6500,7.29,0.18,N,4,0,1
28,81120,MORTGAGE,1.0,DEBTCONSOLIDATION,B,24000,9.25,0.3,N,9,0,1
29,24000,RENT,6.0,MEDICAL,B,10000,8.88,0.42,N,7,1,1
38,59000,MORTGAGE,3.0,PERSONAL,A,6000,5.42,0.1,N,13,0,1
31,72000,MORTGAGE,2.0,PERSONAL,B,4000,10.59,0.06,N,9,0,1
28,90000,RENT,3.0,MEDICAL,C,5500,12.98,0.06,Y,9,0,1
22,50000,RENT,5.0,EDUCATION,B,17000,11.71,0.34,N,4,0,1
23,66000,RENT,7.0,VENTURE,B,10000,10.25,0.15,N,3,0,1
26,52800,RENT,2.0,EDUCATION,C,5000,13.11,0.09,Y,4,0,1
25,65450,MORTGAGE,9.0,MEDICAL,C,6000,14.26,0.09,Y,3,1,1
22,38400,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7800,7.9,0.19,N,4,0,1
34,105000,MORTGAGE,7.0,EDUCATION,B,7500,10.99,0.07,N,5,0,1
29,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,11.14,0.12,N,10,0,1
29,90000,RENT,2.0,VENTURE,B,8000,11.86,0.09,N,9,0,1
37,74000,MORTGAGE,2.0,VENTURE,B,20900,12.69,0.28,N,13,0,1
26,81000,MORTGAGE,7.0,VENTURE,B,18000,10.59,0.22,N,4,0,1
26,76000,MORTGAGE,10.0,PERSONAL,A,12000,6.03,0.16,N,3,0,1
23,39000,RENT,7.0,HOMEIMPROVEMENT,D,11500,17.49,0.3,N,4,1,1
30,50400,RENT,9.0,EDUCATION,C,8000,14.79,0.16,N,5,0,1
22,26000,MORTGAGE,6.0,EDUCATION,A,4500,7.51,0.17,N,3,0,1
39,62050,MORTGAGE,4.0,MEDICAL,E,3600,17.99,0.05,N,12,1,1
29,60000,RENT,3.0,MEDICAL,B,8000,10.37,0.13,N,8,0,1
25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,3400,5.99,0.05,N,2,0,1
21,65000,OWN,5.0,VENTURE,D,7000,14.11,0.11,N,2,0,1
26,75000,RENT,5.0,HOMEIMPROVEMENT,B,13000,12.18,0.18,N,3,0,1
23,65000,MORTGAGE,5.0,VENTURE,A,6000,7.49,0.09,N,2,0,1
24,50000,RENT,6.0,EDUCATION,C,13000,12.87,0.26,N,2,0,1
25,120000,MORTGAGE,5.0,VENTURE,A,5000,6.17,0.04,N,3,0,1
23,85000,RENT,4.0,MEDICAL,B,12000,11.49,0.14,N,2,0,1
30,54000,MORTGAGE,1.0,EDUCATION,A,5000,8.94,0.09,N,7,0,1
32,60000,OWN,9.0,HOMEIMPROVEMENT,C,14400,13.35,0.24,Y,9,0,1
22,36000,RENT,6.0,PERSONAL,C,2000,14.65,0.06,Y,3,0,1
23,75000,RENT,0.0,PERSONAL,C,7400,12.87,0.1,Y,2,0,1
26,30000,RENT,4.0,EDUCATION,A,10000,5.79,0.33,N,2,1,1
22,55000,RENT,0.0,EDUCATION,C,4800,12.99,0.09,Y,3,0,1
29,30000,OWN,0.0,PERSONAL,B,4200,10.65,0.14,N,10,0,1
28,52000,RENT,0.0,EDUCATION,B,7000,10.65,0.13,N,6,0,1
22,62322,RENT,0.0,HOMEIMPROVEMENT,A,10000,9.63,0.16,N,2,0,1
28,33000,RENT,5.0,MEDICAL,B,1000,10.99,0.03,N,7,0,1
48,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,6.62,0.13,N,11,0,1
28,50000,RENT,5.0,DEBTCONSOLIDATION,A,6000,7.14,0.12,N,7,0,1
29,49500,RENT,0.0,MEDICAL,B,10000,10.36,0.2,N,5,0,1
29,115000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7200,5.42,0.06,N,9,0,1
29,24000,RENT,2.0,EDUCATION,B,1325,10.38,0.06,N,10,1,1
28,95000,MORTGAGE,1.0,MEDICAL,B,8000,12.21,0.08,N,10,0,1
26,102000,MORTGAGE,10.0,MEDICAL,C,5000,12.68,0.05,Y,3,0,1
22,25000,RENT,0.0,MEDICAL,B,2400,12.53,0.1,N,3,0,1
28,55000,RENT,3.0,HOMEIMPROVEMENT,D,3000,14.84,0.05,N,8,0,1
34,72960,MORTGAGE,2.0,MEDICAL,B,10000,10.99,0.14,N,8,0,1
23,109000,MORTGAGE,7.0,PERSONAL,A,15000,9.32,0.14,N,2,0,1
25,57000,RENT,2.0,EDUCATION,E,17000,17.19,0.3,Y,4,1,1
24,30000,RENT,2.0,HOMEIMPROVEMENT,A,13000,7.49,0.43,N,2,1,1
24,60400,RENT,2.0,VENTURE,B,9500,12.69,0.16,N,2,0,1
27,40000,MORTGAGE,6.0,MEDICAL,B,6600,10.75,0.16,N,7,0,1
32,110000,MORTGAGE,4.0,PERSONAL,B,12000,10.99,0.11,N,6,0,1
24,65000,MORTGAGE,3.0,PERSONAL,B,10000,11.36,0.15,N,3,0,1
25,73164,MORTGAGE,9.0,VENTURE,A,1000,7.29,0.01,N,4,0,1
45,48000,OWN,11.0,PERSONAL,A,5400,7.49,0.11,N,12,0,1
23,85000,MORTGAGE,4.0,EDUCATION,B,7500,10.99,0.09,N,4,0,1
27,115000,MORTGAGE,4.0,VENTURE,C,20000,13.8,0.17,N,7,0,1
37,90000,RENT,0.0,HOMEIMPROVEMENT,B,5000,12.53,0.06,N,13,0,1
28,70560,RENT,3.0,PERSONAL,B,8500,10.62,0.12,N,5,0,1
32,150000,OWN,1.0,HOMEIMPROVEMENT,A,9000,6.17,0.06,N,6,0,1
27,32000,RENT,1.0,PERSONAL,D,6000,16.07,0.19,N,9,1,1
23,70000,MORTGAGE,7.0,PERSONAL,B,4400,9.99,0.06,N,2,0,1
24,50000,RENT,0.0,HOMEIMPROVEMENT,B,15000,10.37,0.3,N,2,0,1
22,46000,MORTGAGE,6.0,PERSONAL,B,5950,11.11,0.13,N,4,0,1
23,45000,OWN,7.0,EDUCATION,D,7000,16.29,0.16,Y,2,0,1
24,40000,MORTGAGE,4.0,MEDICAL,A,6000,5.79,0.15,N,3,0,1
23,48000,RENT,7.0,EDUCATION,B,12000,10.99,0.25,N,2,0,1
27,35000,RENT,1.0,PERSONAL,B,6000,11.11,0.17,N,7,0,1
40,14400,RENT,2.0,HOMEIMPROVEMENT,C,8000,14.27,0.56,N,15,1,1
35,60000,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.25,0.17,N,8,0,1
36,48000,RENT,6.0,DEBTCONSOLIDATION,A,3500,5.79,0.07,N,12,0,1
23,55000,MORTGAGE,7.0,PERSONAL,A,5000,5.42,0.09,N,2,0,1
22,45000,RENT,0.0,EDUCATION,B,8000,9.99,0.18,N,3,0,1
30,67992,MORTGAGE,4.0,VENTURE,B,2000,10.62,0.03,N,7,0,1
26,54000,RENT,4.0,PERSONAL,D,1600,14.96,0.03,Y,3,1,1
22,45000,OWN,7.0,MEDICAL,B,5000,11.83,0.11,N,4,0,1
24,53000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,6800,15.99,0.13,N,2,1,1
25,70000,MORTGAGE,9.0,PERSONAL,A,11000,6.62,0.16,N,3,0,1
21,28000,MORTGAGE,5.0,VENTURE,A,4500,7.88,0.16,N,2,0,1
28,55000,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.72,0.11,N,7,0,1
22,66000,MORTGAGE,6.0,EDUCATION,B,15000,10.37,0.23,N,3,0,1
22,40000,RENT,3.0,DEBTCONSOLIDATION,B,7000,11.49,0.17,N,2,0,1
26,96000,MORTGAGE,10.0,VENTURE,B,1500,9.88,0.02,N,4,0,1
31,48000,RENT,5.0,PERSONAL,C,14000,12.98,0.3,Y,8,0,1
24,60000,RENT,5.0,HOMEIMPROVEMENT,A,8800,7.49,0.14,N,4,0,1
28,40000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000,7.88,0.3,N,9,0,1
23,45000,RENT,3.0,EDUCATION,A,14000,7.88,0.31,N,3,1,1
23,60000,RENT,2.0,EDUCATION,A,10000,6.03,0.17,N,2,0,1
25,150000,MORTGAGE,9.0,PERSONAL,C,25000,13.16,0.17,N,3,0,1
39,48000,RENT,6.0,EDUCATION,C,4500,12.99,0.09,N,12,0,1
31,78000,MORTGAGE,15.0,EDUCATION,B,10000,11.99,0.13,N,7,0,1
29,40000,RENT,2.0,VENTURE,B,5000,11.49,0.13,N,9,0,1
25,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.83,0.38,N,3,0,1
36,68004,MORTGAGE,6.0,PERSONAL,B,25000,10.99,0.37,N,17,0,1
27,50000,RENT,7.0,VENTURE,A,7200,7.49,0.14,N,5,0,1
38,43000,MORTGAGE,3.0,PERSONAL,A,9000,7.14,0.2,N,17,0,1
39,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,7.49,0.07,N,16,0,1
39,30000,RENT,0.0,MEDICAL,B,14000,11.71,0.47,N,16,1,1
22,24000,RENT,0.0,EDUCATION,A,4000,7.51,0.17,N,3,0,1
42,24000,RENT,0.0,DEBTCONSOLIDATION,B,6000,11.14,0.25,N,14,0,1
33,62400,RENT,1.0,DEBTCONSOLIDATION,E,9500,16.35,0.14,Y,9,1,1
23,96000,MORTGAGE,7.0,EDUCATION,A,10000,7.29,0.1,N,4,0,1
23,110000,MORTGAGE,7.0,MEDICAL,C,25000,13.8,0.23,N,4,0,1
36,140000,MORTGAGE,13.0,PERSONAL,B,2800,11.49,0.02,N,14,0,1
29,38000,RENT,2.0,MEDICAL,B,6000,10.59,0.16,N,10,0,1
23,56500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,19200,11.48,0.37,N,3,0,1
22,82000,RENT,6.0,VENTURE,D,12000,15.21,0.15,N,4,0,1
42,95000,RENT,6.0,VENTURE,A,5000,8.9,0.05,N,17,0,1
23,75000,RENT,0.0,EDUCATION,A,10000,8.94,0.13,N,2,0,1
31,110000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,9.63,0.11,N,7,0,1
31,30000,RENT,1.0,EDUCATION,G,10000,21.21,0.33,N,6,1,1
23,36000,MORTGAGE,7.0,VENTURE,A,4000,6.39,0.11,N,2,0,1
24,60000,MORTGAGE,8.0,VENTURE,A,8000,7.29,0.13,N,4,0,1
29,38004,RENT,6.0,EDUCATION,C,5000,15.23,0.13,Y,8,0,1
24,141000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,6.03,0.07,N,4,0,1
23,33000,RENT,5.0,VENTURE,C,2500,13.57,0.07,N,3,1,1
27,75000,MORTGAGE,4.0,MEDICAL,A,6800,6.54,0.09,N,8,0,1
23,60000,RENT,2.0,PERSONAL,A,8000,6.17,0.13,N,2,0,1
24,38000,MORTGAGE,8.0,EDUCATION,A,8000,8.49,0.21,N,4,0,1
43,108366,RENT,20.0,HOMEIMPROVEMENT,B,30000,11.11,0.27,N,16,1,1
22,45000,RENT,5.0,EDUCATION,B,2500,11.99,0.05,N,4,0,1
39,70000,RENT,1.0,MEDICAL,B,16000,9.99,0.23,N,16,0,1
24,78000,MORTGAGE,8.0,VENTURE,D,20000,14.59,0.26,Y,3,1,1
29,75000,MORTGAGE,1.0,MEDICAL,A,3000,7.9,0.04,N,9,0,1
31,77500,MORTGAGE,0.0,MEDICAL,A,6000,7.4,0.08,N,6,0,1
48,50000,MORTGAGE,1.0,PERSONAL,A,10000,7.14,0.2,N,11,0,1
45,62000,RENT,14.0,DEBTCONSOLIDATION,C,4000,14.27,0.06,Y,17,0,1
22,30000,RENT,6.0,EDUCATION,C,15000,12.84,0.5,N,2,1,1
23,90000,RENT,7.0,MEDICAL,B,3000,10.65,0.03,N,4,0,1
22,60000,RENT,6.0,EDUCATION,B,15000,10.62,0.25,N,4,0,1
28,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,10.99,0.06,N,8,0,1
28,60000,MORTGAGE,11.0,MEDICAL,C,5000,12.99,0.08,Y,5,0,1
26,70000,RENT,3.0,VENTURE,C,5000,12.99,0.07,N,4,0,1
27,40000,RENT,0.0,MEDICAL,C,9000,12.23,0.23,N,9,0,1
28,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,7.49,0.11,N,7,0,1
36,88824,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500,7.51,0.05,N,14,0,1
25,30000,RENT,0.0,DEBTCONSOLIDATION,C,10000,13.49,0.33,Y,3,1,1
35,23000,RENT,4.0,MEDICAL,C,6075,12.73,0.26,N,10,0,1
21,48000,MORTGAGE,5.0,PERSONAL,A,3500,7.14,0.07,N,3,0,1
21,48000,RENT,2.0,VENTURE,A,15000,8.32,0.31,N,4,1,1
25,60000,RENT,9.0,DEBTCONSOLIDATION,B,25000,9.91,0.42,N,3,1,1
27,34000,RENT,1.0,HOMEIMPROVEMENT,D,11000,15.65,0.31,Y,8,1,1
30,75000,MORTGAGE,14.0,VENTURE,A,10000,6.99,0.13,N,8,0,1
28,108000,MORTGAGE,3.0,EDUCATION,B,35000,10.59,0.3,N,10,1,1
25,35000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5200,10.37,0.15,N,3,0,1
22,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,7.05,0.16,N,2,0,1
35,61200,RENT,1.0,MEDICAL,B,4500,10.59,0.07,N,8,1,1
31,32400,RENT,6.0,HOMEIMPROVEMENT,C,6000,13.23,0.19,N,10,1,1
24,52000,OWN,8.0,VENTURE,A,3000,7.05,0.06,N,2,0,1
24,80000,RENT,0.0,PERSONAL,A,6000,7.51,0.07,N,4,0,1
22,49000,RENT,7.0,MEDICAL,C,5000,14.27,0.1,Y,3,0,1
29,75000,RENT,4.0,VENTURE,B,15000,12.69,0.2,N,10,0,1
22,52000,MORTGAGE,7.0,VENTURE,B,10000,9.88,0.19,N,3,0,1
22,40000,MORTGAGE,3.0,VENTURE,B,6000,10.37,0.15,N,3,0,1
26,50000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,15000,10.99,0.3,N,4,0,1
23,28800,RENT,3.0,EDUCATION,C,1000,14.27,0.03,Y,2,0,1
25,54000,RENT,1.0,PERSONAL,A,10000,7.9,0.19,N,3,1,1
30,44000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,7.66,0.14,N,6,0,1
27,49000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,2000,7.9,0.04,N,5,0,1
24,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,7.14,0.13,N,3,0,1
22,36000,RENT,3.0,MEDICAL,A,6000,7.51,0.17,N,2,0,1
54,120000,MORTGAGE,3.0,PERSONAL,D,25000,15.62,0.21,Y,20,0,1
28,37000,RENT,2.0,DEBTCONSOLIDATION,A,3000,6.99,0.08,N,10,0,1
25,31500,RENT,6.0,VENTURE,C,10000,13.48,0.32,N,3,1,1
26,180000,MORTGAGE,6.0,MEDICAL,A,14000,7.49,0.08,N,2,0,1
26,60000,MORTGAGE,2.0,MEDICAL,A,15000,6.03,0.25,N,3,0,1
21,30000,RENT,5.0,MEDICAL,C,8000,12.84,0.27,N,3,1,1
24,105000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7200,10.74,0.07,N,2,0,1
40,225000,MORTGAGE,3.0,EDUCATION,B,7000,9.99,0.03,N,16,0,1
22,32000,OWN,1.0,VENTURE,C,15000,13.48,0.47,N,4,0,1
23,60000,RENT,3.0,EDUCATION,C,12000,13.49,0.2,N,2,0,1
29,75000,RENT,3.0,PERSONAL,B,15000,10.75,0.2,N,8,0,1
27,65000,RENT,7.0,EDUCATION,E,7200,17.88,0.11,Y,8,1,1
23,55000,RENT,3.0,EDUCATION,C,8400,13.99,0.15,N,3,0,1
22,60000,MORTGAGE,5.0,PERSONAL,B,15000,12.42,0.25,N,4,0,1
24,30996,RENT,8.0,HOMEIMPROVEMENT,A,8000,7.14,0.26,N,4,1,1
29,53000,MORTGAGE,13.0,PERSONAL,A,8000,5.42,0.15,N,10,0,1
22,14400,RENT,1.0,MEDICAL,B,3000,11.99,0.21,N,4,1,1
60,44004,RENT,2.0,MEDICAL,D,5000,16.0,0.11,N,27,1,1
23,36000,OWN,7.0,VENTURE,B,15000,9.83,0.42,N,3,0,1
23,70000,RENT,0.0,MEDICAL,C,5000,13.49,0.07,Y,3,0,1
26,38272,RENT,3.0,VENTURE,A,2400,6.76,0.06,N,3,0,1
23,42000,RENT,0.0,EDUCATION,C,4900,13.23,0.12,N,4,0,1
32,44004,RENT,2.0,EDUCATION,D,1800,14.09,0.04,Y,9,1,1
25,45000,MORTGAGE,9.0,MEDICAL,B,3500,11.48,0.08,N,3,0,1
22,48000,RENT,0.0,EDUCATION,A,3000,7.49,0.06,N,2,0,1
28,46000,RENT,4.0,PERSONAL,D,6000,14.96,0.13,Y,5,0,1
27,50000,MORTGAGE,0.0,EDUCATION,A,3000,7.68,0.06,N,7,0,1
22,75744,MORTGAGE,6.0,EDUCATION,C,6800,12.99,0.1,Y,2,0,1
28,53000,RENT,5.0,DEBTCONSOLIDATION,A,5000,8.49,0.09,N,7,0,1
28,86004,MORTGAGE,1.0,PERSONAL,A,12000,6.91,0.14,N,6,1,1
26,75000,RENT,6.0,HOMEIMPROVEMENT,B,10000,10.74,0.13,N,4,0,1
25,30000,RENT,4.0,PERSONAL,B,10000,11.71,0.33,N,2,1,1
24,150000,MORTGAGE,8.0,EDUCATION,A,12000,6.91,0.08,N,2,0,1
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,13.61,0.11,N,9,0,1
34,75000,RENT,2.0,HOMEIMPROVEMENT,A,10000,8.59,0.13,N,7,0,1
23,68000,OWN,2.0,MEDICAL,A,15000,8.49,0.22,N,2,0,1
26,57000,MORTGAGE,10.0,PERSONAL,E,15200,16.35,0.26,N,2,0,1
26,45000,RENT,4.0,PERSONAL,A,10000,7.51,0.22,N,3,0,1
23,85000,RENT,1.0,EDUCATION,A,10000,7.29,0.12,N,2,0,1
25,48000,OWN,9.0,EDUCATION,B,17000,10.99,0.35,N,2,0,1
31,55000,MORTGAGE,5.0,EDUCATION,B,10000,10.99,0.18,N,6,0,1
23,68700,RENT,4.0,PERSONAL,B,17600,11.97,0.25,N,4,0,1
21,40000,RENT,3.0,MEDICAL,A,7000,6.03,0.17,N,4,0,1
24,98600,MORTGAGE,8.0,MEDICAL,D,12750,16.29,0.13,N,3,1,1
45,54996,RENT,0.0,DEBTCONSOLIDATION,C,9000,13.92,0.16,Y,12,0,1
27,62500,MORTGAGE,3.0,MEDICAL,A,7200,6.92,0.12,N,10,0,1
48,29000,OWN,0.0,EDUCATION,A,2500,8.49,0.09,N,12,0,1
22,45600,OWN,6.0,VENTURE,C,1800,13.48,0.04,N,2,0,1
25,100000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,12000,13.23,0.12,Y,2,0,1
25,39000,RENT,9.0,MEDICAL,D,6600,14.46,0.17,Y,3,1,1
31,120000,MORTGAGE,5.0,PERSONAL,D,25000,15.58,0.21,Y,5,0,1
22,67000,RENT,6.0,VENTURE,A,14000,8.0,0.21,N,4,0,1
32,200000,MORTGAGE,16.0,VENTURE,A,10000,5.42,0.05,N,9,0,1
34,55000,RENT,3.0,MEDICAL,C,4000,13.98,0.07,Y,8,0,1
32,45000,RENT,2.0,DEBTCONSOLIDATION,B,2400,12.21,0.05,N,7,0,1
23,33000,RENT,0.0,MEDICAL,B,5600,10.95,0.17,N,4,0,1
29,70000,MORTGAGE,0.0,MEDICAL,A,5000,7.88,0.07,N,9,0,1
27,150000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,24000,10.37,0.16,N,5,0,1
22,58000,RENT,0.0,MEDICAL,B,9600,11.71,0.17,N,4,0,1
29,100000,MORTGAGE,5.0,MEDICAL,C,16000,13.11,0.16,Y,8,0,1
30,69500,MORTGAGE,14.0,VENTURE,C,6000,13.49,0.09,N,7,0,1
22,69528,MORTGAGE,6.0,VENTURE,C,6000,14.22,0.09,Y,2,0,1
